membros,eixos,escore_latente,escore_design_z,similaridade_semantica,na_faixa,quadrante,solida,confianca_modal
W2123755784|W2154683088|W3121147769,Cyb|PolInd,0.1189,2.239,0.2943,1,fechamento_trivial,0,obra
W1566478880|W1990513740|W2048086870,Cyb|PolInd,0.0151,2.239,0.4046,0,ruido_quimera,0,obra
W1566478880|W2140956556|W67809301,Cyb|PolInd|Reg,0.0323,2.214,0.3426,1,ruido_quimera,0,obra
W1566478880|W1970428482|W2007180942,Cyb|PolInd,0.0426,2.213,0.2973,1,fechamento_trivial,0,obra
W1566478880|W1970428482|W3121147769,Cyb|PolInd,0.0413,2.213,0.3083,1,fechamento_trivial,0,obra
W1492856410|W1566478880|W1576605329,Cyb|PolInd,0.0116,2.213,0.3379,1,ruido_quimera,0,obra
W1495886451|W1566478880|W2048086870,Cyb|PolInd,0.0375,2.188,0.4895,0,ruido_quimera,0,obra
W1566478880|W1895366050|W2048086870,Cyb|PolInd,0.0375,2.188,0.5218,0,ruido_quimera,0,obra
W1566478880|W1576605329|W2123755784,Cyb|PolInd,0.168,2.162,0.32,1,fechamento_trivial,0,obra
W1566478880|W2007180942|W2086450534,Cyb|PolInd,0.0388,2.162,0.2703,0,ruido_quimera,0,obra
W1566478880|W2086450534|W3121147769,Cyb|PolInd,0.0375,2.162,0.229,0,ruido_quimera,0,obra
W1566478880|W2070631858|W2154683088,Cyb|PolInd,0.0827,2.137,0.3851,0,ruido_quimera,0,obra
W1540626093|W1566478880|W2007180942,Cyb|PolInd,0.0685,2.137,0.3295,1,fechamento_trivial,0,obra
W1540626093|W1566478880|W3121147769,Cyb|PolInd,0.0672,2.137,0.3512,1,fechamento_trivial,0,obra
W1566478880|W1968459280|W3121147769,Cyb|PolInd,0.0439,2.137,0.3131,1,fechamento_trivial,0,obra
W1566478880|W2007180942|W2037306909,Cyb|PolInd,0.0297,2.137,0.3769,0,ruido_quimera,0,obra
W1566478880|W1731457293|W2048086870,Cyb|PolInd,0.0151,2.137,0.4756,0,ruido_quimera,0,obra
W1566478880|W2048086870|W2122679534,Cyb|PolInd,0.0151,2.137,0.4983,0,ruido_quimera,0,obra
W1566478880|W2048086870|W2082503759,Cyb|PolInd,0.0114,2.137,0.4915,0,ruido_quimera,0,obra
W2127454860|W2137358449|W3124879925,PolInd|Reg,0.0407,2.114,0.3564,1,fechamento_trivial,0,obra
W1492856410|W1566478880|W3016265253,Cyb|PolInd,0.1072,2.111,0.2992,1,fechamento_trivial,0,obra
W1566478880|W2108795964|W4244612406,Cyb|PolInd,0.0594,2.111,0.4338,0,ruido_quimera,0,obra
W1566478880|W1999997471|W4244612406,Cyb|PolInd,0.0581,2.111,0.4235,0,ruido_quimera,0,obra
W1601629960|W2061977616|W2126563689,PolInd|Reg,0.0879,2.109,0.168,0,ruido_quimera,0,obra
W1566478880|W1576605329|W2154683088,Cyb|PolInd,0.0827,2.085,0.4833,0,ruido_quimera,0,obra
W1566478880|W2108795964|W90769783,Cyb|PolInd,0.0504,2.085,0.4215,0,ruido_quimera,0,obra
W1566478880|W233775549|W3121147769,Cyb|PolInd,0.0504,2.085,0.3357,1,fechamento_trivial,0,obra
W1566478880|W1999997471|W90769783,Cyb|PolInd,0.0491,2.085,0.3716,0,ruido_quimera,0,obra
W1566478880|W2123755784|W3016265253,Cyb|PolInd,0.1693,2.06,0.3674,0,ruido_quimera,0,obra
W1492856410|W1999997471|W2123755784,Cyb|PolInd,0.0853,2.06,0.2303,0,ruido_quimera,0,obra
W1492856410|W2123755784|W2140409505,Cyb|PolInd,0.084,2.06,0.1514,0,ruido_quimera,0,obra
W1554940969|W1566478880|W4244612406,Cyb|PolInd,0.0607,2.06,0.3769,0,ruido_quimera,0,obra
W1527571715|W1566478880|W2007180942,Cyb|PolInd,0.031,2.06,0.3232,1,ruido_quimera,0,obra
W1527571715|W1566478880|W3121147769,Cyb|PolInd,0.0297,2.06,0.3453,1,ruido_quimera,0,obra
W1566478880|W1968044930|W3121147769,Cyb|PolInd,0.0297,2.06,0.3398,1,ruido_quimera,0,obra
W1492856410|W1566478880|W1990513740,Cyb|PolInd,0.0154,2.06,0.2583,0,ruido_quimera,0,obra
W1492856410|W2108795964|W2123755784,Cyb|PolInd,0.0115,2.06,0.2718,0,ruido_quimera,0,obra
W1601629960|W2126563689|W2131740028,PolInd|Reg,0.0917,2.053,0.2169,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2108795964,Cyb|PolInd,0.053,2.034,0.3197,1,fechamento_trivial,0,obra
W1554940969|W1566478880|W90769783,Cyb|PolInd,0.0517,2.034,0.3336,1,fechamento_trivial,0,obra
W1566478880|W1999997471|W2026948646,Cyb|PolInd,0.0517,2.034,0.3026,1,fechamento_trivial,0,obra
W1566478880|W1978399955|W2048086870,Cyb|PolInd,0.0401,2.034,0.5293,0,ruido_quimera,0,obra
W1566478880|W2039191423|W2048086870,Cyb|PolInd,0.0375,2.034,0.4984,0,ruido_quimera,0,obra
W1566478880|W2048086870|W2118243939,Cyb|PolInd,0.0375,2.034,0.5117,0,ruido_quimera,0,obra
W1566478880|W2048086870|W2095561982,Cyb|PolInd,0.0151,2.034,0.5116,0,ruido_quimera,0,obra
W1566478880|W2048086870|W2102469678,Cyb|PolInd,0.0151,2.034,0.5498,0,ruido_quimera,0,obra
W1492856410|W1495886451|W1566478880,Cyb|PolInd,0.1059,2.009,0.2797,0,ruido_quimera,0,obra
W1492856410|W1566478880|W1895366050,Cyb|PolInd,0.1059,2.009,0.3144,1,fechamento_trivial,0,obra
W1566478880|W2007180942|W582908774,Cyb|PolInd,0.0646,2.009,0.3586,1,fechamento_trivial,0,obra
W1566478880|W3121147769|W582908774,Cyb|PolInd,0.0633,2.009,0.3958,0,ruido_quimera,0,obra
W1492856410|W1554940969|W2123755784,Cyb|PolInd,0.0229,2.009,0.2088,0,ruido_quimera,0,obra
W1566478880|W1990513740|W2123755784,Cyb|PolInd,0.0154,2.009,0.2705,0,ruido_quimera,0,obra
W1601629960|W2126563689|W2566856888,PolInd|Reg,0.0891,1.997,0.288,0,ruido_quimera,0,obra
W1517138715|W1601629960|W2126563689,PolInd|Reg,0.0879,1.997,0.3003,1,fechamento_trivial,0,obra
W1492856410|W1999997471|W2154683088,Cyb|PolInd,0.0917,1.983,0.3995,0,ruido_quimera,0,obra
W1492856410|W2140409505|W2154683088,Cyb|PolInd,0.0917,1.983,0.3065,1,fechamento_trivial,0,obra
W1566478880|W2154683088|W3016265253,Cyb|PolInd,0.084,1.983,0.4988,0,ruido_quimera,0,obra
W1554940969|W1566478880|W2026948646,Cyb|PolInd,0.0543,1.983,0.2772,0,ruido_quimera,0,obra
W1566478880|W1981733426|W2048086870,Cyb|PolInd,0.0375,1.983,0.4283,0,ruido_quimera,0,obra
W1566478880|W2048086870|W2099670044,Cyb|PolInd,0.0375,1.983,0.5127,0,ruido_quimera,0,obra
W1566478880|W2048086870|W2108767715,Cyb|PolInd,0.0375,1.983,0.4922,0,ruido_quimera,0,obra
W1566478880|W1999997471|W2101157755,Cyb|PolInd,0.0336,1.983,0.374,0,ruido_quimera,0,obra
W1566478880|W2101157755|W2140409505,Cyb|PolInd,0.0336,1.983,0.3522,1,ruido_quimera,0,obra
W1492856410|W2048086870|W3022339544,Cyb|PolInd,0.0179,1.983,0.3327,1,ruido_quimera,0,obra
W1492856410|W2108795964|W2154683088,Cyb|PolInd,0.0154,1.983,0.3999,0,ruido_quimera,0,obra
W1566478880|W2101157755|W2108795964,Cyb|PolInd,0.0151,1.983,0.4891,0,ruido_quimera,0,obra
W1492856410|W1566478880|W2122679534,Cyb|PolInd,0.1072,1.957,0.2757,0,ruido_quimera,0,obra
W1492856410|W1566478880|W2082503759,Cyb|PolInd,0.1059,1.957,0.3201,1,fechamento_trivial,0,obra
W1566478880|W1973308529|W4244612406,Cyb|PolInd,0.0581,1.957,0.379,0,ruido_quimera,0,obra
W1566478880|W2013386523|W4244612406,Cyb|PolInd,0.0581,1.957,0.3525,1,fechamento_trivial,0,obra
W1566478880|W1601944394|W2108795964,Cyb|PolInd,0.0362,1.957,0.3456,1,ruido_quimera,0,obra
W1566478880|W1601944394|W1999997471,Cyb|PolInd,0.0349,1.957,0.376,0,ruido_quimera,0,obra
W1601629960|W2126563689|W3022339544,PolInd|Reg,0.0879,1.94,0.3097,1,fechamento_trivial,0,obra
W1566478880|W1973308529|W90769783,Cyb|PolInd,0.0491,1.932,0.3196,1,fechamento_trivial,0,obra
W1566478880|W2013386523|W90769783,Cyb|PolInd,0.0491,1.932,0.3201,1,fechamento_trivial,0,obra
W2025177555|W2048086870|W3121147769,Cyb|PolInd,0.0388,1.932,0.3425,1,ruido_quimera,0,obra
W1492856410|W1554940969|W2154683088,Cyb|PolInd,0.0229,1.932,0.3723,0,ruido_quimera,0,obra
W1566478880|W1990513740|W2154683088,Cyb|PolInd,0.0153,1.932,0.4019,0,ruido_quimera,0,obra
W1566478880|W2025579080|W2048086870,Cyb|PolInd,0.0114,1.932,0.5334,0,ruido_quimera,0,obra
W1492856410|W1999997471|W67809301,Cyb|PolInd|Reg,0.0362,1.925,0.277,0,ruido_quimera,0,obra
W1492856410|W2108795964|W67809301,Cyb|PolInd|Reg,0.0349,1.925,0.2922,1,ruido_quimera,0,obra
W1566478880|W2122679534|W2123755784,Cyb|PolInd,0.1693,1.906,0.3498,1,fechamento_trivial,0,obra
W1492856410|W2061977616|W2123755784,Cyb|PolInd,0.0891,1.906,0.176,0,ruido_quimera,0,obra
W1492856410|W1973308529|W2123755784,Cyb|PolInd,0.084,1.906,0.1579,0,ruido_quimera,0,obra
W1566478880|W2131740028|W4244612406,Cyb|PolInd,0.0581,1.906,0.2861,0,ruido_quimera,0,obra
W1566478880|W1970428482|W2108795964,Cyb|PolInd,0.0426,1.906,0.3378,1,fechamento_trivial,0,obra
W1566478880|W1970428482|W1999997471,Cyb|PolInd,0.0413,1.906,0.3452,1,fechamento_trivial,0,obra
W1554940969|W1566478880|W1601944394,Cyb|PolInd,0.0375,1.906,0.3451,1,ruido_quimera,0,obra
W1492856410|W2013386523|W2123755784,Cyb|PolInd,0.0153,1.906,0.1645,0,ruido_quimera,0,obra
W1601629960|W2082088739|W3121147769,PolInd|Reg,0.0196,1.884,0.3343,1,ruido_quimera,0,obra
W1566478880|W1895366050|W2154683088,Cyb|PolInd,0.0827,1.881,0.5042,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2061977616,Cyb|PolInd,0.0581,1.881,0.2261,0,ruido_quimera,0,obra
W1566478880|W1973308529|W2026948646,Cyb|PolInd,0.0517,1.881,0.2281,0,ruido_quimera,0,obra
W1566478880|W2013386523|W2026948646,Cyb|PolInd,0.0517,1.881,0.2336,0,ruido_quimera,0,obra
W1492856410|W2048086870|W2140956556,Cyb|PolInd,0.0297,1.881,0.318,1,ruido_quimera,0,obra
W1492856410|W2048086870|W2060827592,Cyb|PolInd,0.0168,1.881,0.3192,1,ruido_quimera,0,obra
W1492856410|W1554940969|W67809301,Cyb|PolInd|Reg,0.0362,1.872,0.2591,0,ruido_quimera,0,obra
W1492856410|W1566478880|W1978399955,Cyb|PolInd,0.1085,1.855,0.3154,1,fechamento_trivial,0,obra
W1492856410|W1566478880|W2102469678,Cyb|PolInd,0.1072,1.855,0.3324,1,fechamento_trivial,0,obra
W1492856410|W1566478880|W2095561982,Cyb|PolInd,0.1059,1.855,0.3588,1,fechamento_trivial,0,obra
W1492856410|W1566478880|W2118243939,Cyb|PolInd,0.1059,1.855,0.3082,1,fechamento_trivial,0,obra
W1566478880|W1973308529|W2025177555,Cyb|PolInd,0.0659,1.855,0.3688,0,ruido_quimera,0,obra
W1517138715|W1566478880|W4244612406,Cyb|PolInd,0.0594,1.855,0.3075,1,fechamento_trivial,0,obra
W1566478880|W2566856888|W4244612406,Cyb|PolInd,0.0594,1.855,0.3861,0,ruido_quimera,0,obra
W1535129021|W1566478880|W4244612406,Cyb|PolInd,0.0581,1.855,0.3544,1,fechamento_trivial,0,obra
W1554940969|W1566478880|W1970428482,Cyb|PolInd,0.0439,1.855,0.3153,1,fechamento_trivial,0,obra
W1566478880|W2086450534|W2108795964,Cyb|PolInd,0.0388,1.855,0.2645,0,ruido_quimera,0,obra
W1566478880|W1999997471|W2086450534,Cyb|PolInd,0.0375,1.855,0.29,0,ruido_quimera,0,obra
W1554940969|W1566478880|W2072863585,Cyb|PolInd,0.0297,1.855,0.2619,0,ruido_quimera,0,obra
W1492856410|W1566478880|W2039191423,Cyb|PolInd,0.0116,1.855,0.3576,1,ruido_quimera,0,obra
W1566478880|W2013386523|W2025177555,Cyb|PolInd,0.0115,1.855,0.3167,1,ruido_quimera,0,obra
W1527311855|W2120106358|W3124879925,PolInd|Reg,0.0607,1.849,0.2006,0,ruido_quimera,0,obra
W1492856410|W2061977616|W2154683088,Cyb|PolInd,0.0956,1.829,0.2701,0,ruido_quimera,0,obra
W1492856410|W2013386523|W2154683088,Cyb|PolInd,0.0917,1.829,0.2902,0,ruido_quimera,0,obra
W1566478880|W2122679534|W2154683088,Cyb|PolInd,0.084,1.829,0.4672,0,ruido_quimera,0,obra
W1540626093|W1566478880|W1999997471,Cyb|PolInd,0.0672,1.829,0.3528,1,fechamento_trivial,0,obra
W1517138715|W1566478880|W90769783,Cyb|PolInd,0.0504,1.829,0.3343,1,fechamento_trivial,0,obra
W1566478880|W2566856888|W90769783,Cyb|PolInd,0.0504,1.829,0.3482,1,fechamento_trivial,0,obra
W1566478880|W1968459280|W2108795964,Cyb|PolInd,0.0452,1.829,0.3452,1,fechamento_trivial,0,obra
W1566478880|W1968459280|W1999997471,Cyb|PolInd,0.0439,1.829,0.2862,0,ruido_quimera,0,obra
W1566478880|W1968459280|W2140409505,Cyb|PolInd,0.0439,1.829,0.2694,0,ruido_quimera,0,obra
W1566478880|W1983425281|W2007180942,Cyb|PolInd,0.0388,1.829,0.3191,1,ruido_quimera,0,obra
W1530425941|W1566478880|W2007180942,Cyb|PolInd,0.0375,1.829,0.3323,1,ruido_quimera,0,obra
W1566478880|W1585382938|W2048086870,Cyb|PolInd,0.0375,1.829,0.5137,0,ruido_quimera,0,obra
W1566478880|W1983425281|W3121147769,Cyb|PolInd,0.0375,1.829,0.3301,1,ruido_quimera,0,obra
W1530425941|W1566478880|W3121147769,Cyb|PolInd,0.0362,1.829,0.327,1,ruido_quimera,0,obra
W1566478880|W1973308529|W2101157755,Cyb|PolInd,0.0336,1.829,0.3549,1,ruido_quimera,0,obra
W1566478880|W2037306909|W2108795964,Cyb|PolInd,0.0297,1.829,0.4062,0,ruido_quimera,0,obra
W1566478880|W1731457293|W2154683088,Cyb|PolInd,0.0153,1.829,0.4848,0,ruido_quimera,0,obra
W1492856410|W1973308529|W2154683088,Cyb|PolInd,0.0115,1.829,0.2883,0,ruido_quimera,0,obra
W1566478880|W2082503759|W2154683088,Cyb|PolInd,0.0115,1.829,0.4633,0,ruido_quimera,0,obra
W1601629960|W2012275303|W2126563689,PolInd|Reg,0.0879,1.828,0.4133,0,ruido_quimera,0,obra
W1601629960|W2003934805|W3121147769,PolInd|Reg,0.0192,1.828,0.3079,1,ruido_quimera,0,obra
W1527311855|W2012275303|W3124879925,PolInd|Reg,0.0151,1.816,0.2436,0,ruido_quimera,0,obra
W1566478880|W2102469678|W2123755784,Cyb|PolInd,0.1693,1.804,0.4033,0,ruido_quimera,0,obra
W1566478880|W2118243939|W2123755784,Cyb|PolInd,0.168,1.804,0.3706,0,ruido_quimera,0,obra
W1492856410|W1517138715|W2123755784,Cyb|PolInd,0.0853,1.804,0.1676,0,ruido_quimera,0,obra
W1492856410|W2123755784|W2566856888,Cyb|PolInd,0.084,1.804,0.1498,0,ruido_quimera,0,obra
W1566478880|W3022339544|W4244612406,Cyb|PolInd,0.0594,1.804,0.4119,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2061977616,Cyb|PolInd,0.0413,1.804,0.2613,0,ruido_quimera,0,obra
W1554940969|W1566478880|W2086450534,Cyb|PolInd,0.0401,1.804,0.2726,0,ruido_quimera,0,obra
W1566478880|W1601944394|W1973308529,Cyb|PolInd,0.0349,1.804,0.303,1,ruido_quimera,0,obra
W1566478880|W1601944394|W2013386523,Cyb|PolInd,0.0349,1.804,0.2709,0,ruido_quimera,0,obra
W2007180942|W2123755784|W4244612406,Cyb|PolInd,0.0349,1.804,0.3401,1,ruido_quimera,0,obra
W2123755784|W3121147769|W4244612406,Cyb|PolInd,0.0349,1.804,0.3136,1,ruido_quimera,0,obra
W1566478880|W1978399955|W67809301,Cyb|PolInd|Reg,0.0297,1.79,0.3529,1,ruido_quimera,0,obra
W1566478880|W2102469678|W67809301,Cyb|PolInd|Reg,0.015,1.79,0.381,0,ruido_quimera,0,obra
W1566478880|W2039191423|W67809301,Cyb|PolInd|Reg,0.0113,1.79,0.2675,0,ruido_quimera,0,obra
W1527311855|W2017802748|W3124879925,PolInd|Reg,0.0336,1.784,0.2314,0,ruido_quimera,0,obra
W1973308529|W2123755784|W2154683088,Cyb|PolInd,0.1189,1.778,0.2767,0,ruido_quimera,0,obra
W2013386523|W2123755784|W2154683088,Cyb|PolInd,0.1189,1.778,0.2371,0,ruido_quimera,0,obra
W1492856410|W2131740028|W2154683088,Cyb|PolInd,0.0904,1.778,0.2462,0,ruido_quimera,0,obra
W1492856410|W2007180942|W2026948646,Cyb|PolInd,0.0762,1.778,0.4321,0,ruido_quimera,0,obra
W1540626093|W1554940969|W1566478880,Cyb|PolInd,0.0698,1.778,0.3413,1,fechamento_trivial,0,obra
W1517138715|W1566478880|W2026948646,Cyb|PolInd,0.053,1.778,0.2008,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2566856888,Cyb|PolInd,0.053,1.778,0.2694,0,ruido_quimera,0,obra
W1535129021|W1566478880|W2026948646,Cyb|PolInd,0.0517,1.778,0.2545,0,ruido_quimera,0,obra
W1566478880|W2108795964|W233775549,Cyb|PolInd,0.0517,1.778,0.3639,0,ruido_quimera,0,obra
W1566478880|W1999997471|W233775549,Cyb|PolInd,0.0504,1.778,0.3534,1,fechamento_trivial,0,obra
W1566478880|W3022339544|W90769783,Cyb|PolInd,0.0504,1.778,0.3517,1,fechamento_trivial,0,obra
W1554940969|W1566478880|W1968459280,Cyb|PolInd,0.0465,1.778,0.2692,0,ruido_quimera,0,obra
W2123755784|W3121147769|W90769783,Cyb|PolInd,0.0426,1.778,0.33,1,fechamento_trivial,0,obra
W1554940969|W1566478880|W2037306909,Cyb|PolInd,0.031,1.778,0.378,0,ruido_quimera,0,obra
W1492856410|W2013386523|W67809301,Cyb|PolInd|Reg,0.0362,1.766,0.2329,0,ruido_quimera,0,obra
W1492856410|W1973308529|W67809301,Cyb|PolInd|Reg,0.0349,1.766,0.2038,0,ruido_quimera,0,obra
W1566478880|W2025177555|W2566856888,Cyb|PolInd,0.0672,1.753,0.3713,0,ruido_quimera,0,obra
W1566478880|W1970428482|W2061977616,Cyb|PolInd,0.0478,1.753,0.2517,0,ruido_quimera,0,obra
W1566478880|W1970428482|W1973308529,Cyb|PolInd,0.0413,1.753,0.2454,0,ruido_quimera,0,obra
W1566478880|W1970428482|W2013386523,Cyb|PolInd,0.0413,1.753,0.2443,0,ruido_quimera,0,obra
W1492856410|W2007180942|W2025177555,Cyb|PolInd,0.0349,1.753,0.3803,0,ruido_quimera,0,obra
W1566478880|W2061977616|W2072863585,Cyb|PolInd,0.0336,1.753,0.237,0,ruido_quimera,0,obra
W1527571715|W1566478880|W2108795964,Cyb|PolInd,0.031,1.753,0.3157,1,ruido_quimera,0,obra
W1566478880|W1968044930|W2108795964,Cyb|PolInd,0.031,1.753,0.3718,0,ruido_quimera,0,obra
W1527571715|W1566478880|W1999997471,Cyb|PolInd,0.0297,1.753,0.3035,1,ruido_quimera,0,obra
W1566478880|W1968044930|W1999997471,Cyb|PolInd,0.0297,1.753,0.3874,0,ruido_quimera,0,obra
W1517138715|W1566478880|W2025177555,Cyb|PolInd,0.0228,1.753,0.3045,1,ruido_quimera,0,obra
W1601629960|W221732451|W3121147769,PolInd|Reg,0.0196,1.744,0.3959,0,ruido_quimera,0,obra
W2123755784|W2131740028|W2154683088,Cyb|PolInd,0.1189,1.727,0.2272,0,ruido_quimera,0,obra
W1492856410|W1517138715|W2154683088,Cyb|PolInd,0.0917,1.727,0.2722,0,ruido_quimera,0,obra
W1492856410|W1535129021|W2154683088,Cyb|PolInd,0.0904,1.727,0.349,1,fechamento_trivial,0,obra
W1566478880|W2102469678|W2154683088,Cyb|PolInd,0.084,1.727,0.5304,0,ruido_quimera,0,obra
W1566478880|W2095561982|W2154683088,Cyb|PolInd,0.0827,1.727,0.5361,0,ruido_quimera,0,obra
W1554940969|W1566478880|W233775549,Cyb|PolInd,0.053,1.727,0.3293,1,fechamento_trivial,0,obra
W1566478880|W2026948646|W3022339544,Cyb|PolInd,0.053,1.727,0.3024,1,fechamento_trivial,0,obra
W2007180942|W2026948646|W2123755784,Cyb|PolInd,0.0439,1.727,0.1814,0,ruido_quimera,0,obra
W2026948646|W2123755784|W3121147769,Cyb|PolInd,0.0439,1.727,0.1588,0,ruido_quimera,0,obra
W1517138715|W1566478880|W2101157755,Cyb|PolInd,0.0349,1.727,0.3299,1,ruido_quimera,0,obra
W1535129021|W1566478880|W2101157755,Cyb|PolInd,0.0349,1.727,0.3347,1,ruido_quimera,0,obra
W1566478880|W2101157755|W2566856888,Cyb|PolInd,0.0349,1.727,0.3876,0,ruido_quimera,0,obra
W1566478880|W1978399955|W2154683088,Cyb|PolInd,0.0172,1.727,0.5024,0,ruido_quimera,0,obra
W1492856410|W2154683088|W2566856888,Cyb|PolInd,0.0154,1.727,0.3025,1,ruido_quimera,0,obra
W1566478880|W2039191423|W2154683088,Cyb|PolInd,0.0115,1.727,0.5178,0,ruido_quimera,0,obra
W1566478880|W2118243939|W2154683088,Cyb|PolInd,0.0115,1.727,0.5,0,ruido_quimera,0,obra
W1601629960|W2043474425|W3121147769,PolInd|Reg,0.0362,1.716,0.3346,1,ruido_quimera,0,obra
W1601629960|W232611682|W3121147769,PolInd|Reg,0.0362,1.716,0.2763,0,ruido_quimera,0,obra
W1492856410|W2120106358|W2123755784,Cyb|PolInd,0.084,1.701,0.197,0,ruido_quimera,0,obra
W1566478880|W2108795964|W582908774,Cyb|PolInd,0.0646,1.701,0.4266,0,ruido_quimera,0,obra
W1566478880|W1999997471|W582908774,Cyb|PolInd,0.0633,1.701,0.3999,0,ruido_quimera,0,obra
W1566478880|W2060827592|W4244612406,Cyb|PolInd,0.062,1.701,0.4267,0,ruido_quimera,0,obra
W1566478880|W2070631858|W4244612406,Cyb|PolInd,0.0581,1.701,0.2807,0,ruido_quimera,0,obra
W2007180942|W2025177555|W2123755784,Cyb|PolInd,0.0543,1.701,0.2613,0,ruido_quimera,0,obra
W2025177555|W2123755784|W3121147769,Cyb|PolInd,0.0543,1.701,0.2275,0,ruido_quimera,0,obra
W1566478880|W2061977616|W2086450534,Cyb|PolInd,0.0439,1.701,0.2064,0,ruido_quimera,0,obra
W1566478880|W1973308529|W2086450534,Cyb|PolInd,0.0375,1.701,0.2252,0,ruido_quimera,0,obra
W1566478880|W2013386523|W2086450534,Cyb|PolInd,0.0375,1.701,0.2114,0,ruido_quimera,0,obra
W1517138715|W1566478880|W1601944394,Cyb|PolInd,0.0362,1.701,0.277,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2566856888,Cyb|PolInd,0.0362,1.701,0.3285,1,ruido_quimera,0,obra
W1554940969|W1566478880|W1968044930,Cyb|PolInd,0.0323,1.701,0.3448,1,ruido_quimera,0,obra
W2007180942|W2154683088|W90769783,Cyb|PolInd,0.0297,1.701,0.3737,0,ruido_quimera,0,obra
W2061977616|W2123755784|W67809301,Cyb|PolInd|Reg,0.0297,1.701,0.2518,0,ruido_quimera,0,obra
W1520641906|W1601629960|W2140409505,PolInd|Reg,0.0827,1.687,0.3402,1,fechamento_trivial,0,obra
W2123755784|W2154683088|W2566856888,Cyb|PolInd,0.1202,1.676,0.2627,0,ruido_quimera,0,obra
W1535129021|W2123755784|W2154683088,Cyb|PolInd,0.1189,1.676,0.2438,0,ruido_quimera,0,obra
W1566478880|W2099670044|W2154683088,Cyb|PolInd,0.0827,1.676,0.5497,0,ruido_quimera,0,obra
W1540626093|W1566478880|W1973308529,Cyb|PolInd,0.0672,1.676,0.3465,1,fechamento_trivial,0,obra
W1540626093|W1566478880|W2013386523,Cyb|PolInd,0.0672,1.676,0.3076,1,fechamento_trivial,0,obra
W1566478880|W2140956556|W90769783,Cyb|PolInd,0.0543,1.676,0.379,0,ruido_quimera,0,obra
W1566478880|W1968459280|W2061977616,Cyb|PolInd,0.0504,1.676,0.2951,1,fechamento_trivial,0,obra
W1566478880|W2070631858|W90769783,Cyb|PolInd,0.0491,1.676,0.2805,0,ruido_quimera,0,obra
W1566478880|W1968459280|W1973308529,Cyb|PolInd,0.0439,1.676,0.2779,0,ruido_quimera,0,obra
W1566478880|W1968459280|W2013386523,Cyb|PolInd,0.0439,1.676,0.2606,0,ruido_quimera,0,obra
W1566478880|W2037306909|W2061977616,Cyb|PolInd,0.0349,1.676,0.3292,1,ruido_quimera,0,obra
W1566478880|W2101157755|W3022339544,Cyb|PolInd,0.0349,1.676,0.3723,0,ruido_quimera,0,obra
W1492856410|W1517138715|W67809301,Cyb|PolInd|Reg,0.0362,1.66,0.2347,0,ruido_quimera,0,obra
W1492856410|W2566856888|W67809301,Cyb|PolInd|Reg,0.0349,1.66,0.1962,0,ruido_quimera,0,obra
W1570538375|W1601629960|W3121147769,PolInd|Reg,0.0388,1.659,0.4592,0,ruido_quimera,0,obra
W1492856410|W2123755784|W2140956556,Cyb|PolInd,0.0866,1.65,0.2522,0,ruido_quimera,0,obra
W1492856410|W2070631858|W2123755784,Cyb|PolInd,0.084,1.65,0.0931,0,ruido_quimera,0,obra
W1554940969|W1566478880|W582908774,Cyb|PolInd,0.0659,1.65,0.3561,1,fechamento_trivial,0,obra
W1566478880|W2025177555|W2120106358,Cyb|PolInd,0.0659,1.65,0.3592,1,fechamento_trivial,0,obra
W1492856410|W1970428482|W2007180942,Cyb|PolInd,0.0581,1.65,0.3818,0,ruido_quimera,0,obra
W1566478880|W1576605329|W4244612406,Cyb|PolInd,0.0581,1.65,0.3627,0,ruido_quimera,0,obra
W1517138715|W1566478880|W1970428482,Cyb|PolInd,0.0426,1.65,0.2497,0,ruido_quimera,0,obra
W1566478880|W1970428482|W2566856888,Cyb|PolInd,0.0426,1.65,0.2886,0,ruido_quimera,0,obra
W1492856410|W2007180942|W2072863585,Cyb|PolInd,0.0413,1.65,0.3528,1,fechamento_trivial,0,obra
W1566478880|W1601944394|W3022339544,Cyb|PolInd,0.0362,1.65,0.3622,0,ruido_quimera,0,obra
W1601944394|W2123755784|W3121147769,Cyb|PolInd,0.0323,1.65,0.2161,0,ruido_quimera,0,obra
W1517138715|W1566478880|W2072863585,Cyb|PolInd,0.0284,1.65,0.2226,0,ruido_quimera,0,obra
W1601629960|W2080554996|W3121147769,PolInd|Reg,0.0465,1.631,0.433,0,ruido_quimera,0,obra
W1601629960|W2057748843|W3121147769,PolInd|Reg,0.0426,1.631,0.3256,1,fechamento_trivial,0,obra
W1492856410|W2120106358|W2154683088,Cyb|PolInd,0.0904,1.625,0.3325,1,fechamento_trivial,0,obra
W1566478880|W2025579080|W2154683088,Cyb|PolInd,0.0827,1.625,0.5337,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2140956556,Cyb|PolInd,0.0568,1.625,0.2843,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2060827592,Cyb|PolInd,0.0556,1.625,0.2759,0,ruido_quimera,0,obra
