membros,eixos,escore_latente,escore_design_z,similaridade_semantica,na_faixa,quadrante,solida,confianca_modal
W1535129021|W1566478880|W2086450534,Cyb|PolInd,0.0375,1.599,0.2413,0,ruido_quimera,0,obra
W1566478880|W1968044930|W2061977616,Cyb|PolInd,0.0362,1.599,0.3059,1,ruido_quimera,0,obra
W1566478880|W2061977616|W2988934653,Cyb|PolInd,0.0322,1.599,0.2918,1,ruido_quimera,0,obra
W2007180942|W2072863585|W2123755784,Cyb|PolInd,0.031,1.599,0.2188,0,ruido_quimera,0,obra
W2072863585|W2123755784|W3121147769,Cyb|PolInd,0.031,1.599,0.1923,0,ruido_quimera,0,obra
W1527571715|W1566478880|W1973308529,Cyb|PolInd,0.0297,1.599,0.2843,0,ruido_quimera,0,obra
W1527571715|W1566478880|W2013386523,Cyb|PolInd,0.0297,1.599,0.2271,0,ruido_quimera,0,obra
W1566478880|W1968044930|W1973308529,Cyb|PolInd,0.0297,1.599,0.3103,1,ruido_quimera,0,obra
W1566478880|W1968044930|W2013386523,Cyb|PolInd,0.0297,1.599,0.2978,1,ruido_quimera,0,obra
W1492856410|W2140956556|W2154683088,Cyb|PolInd,0.0904,1.574,0.3372,1,fechamento_trivial,0,obra
W1517138715|W1540626093|W1566478880,Cyb|PolInd,0.0685,1.574,0.2573,0,ruido_quimera,0,obra
W1540626093|W1566478880|W2566856888,Cyb|PolInd,0.0685,1.574,0.3364,1,fechamento_trivial,0,obra
W1566478880|W1576605329|W2026948646,Cyb|PolInd,0.0517,1.574,0.2663,0,ruido_quimera,0,obra
W1517138715|W1566478880|W1968459280,Cyb|PolInd,0.0452,1.574,0.1997,0,ruido_quimera,0,obra
W1492856410|W1540626093|W2007180942,Cyb|PolInd,0.0362,1.574,0.3027,1,ruido_quimera,0,obra
W1566478880|W2061977616|W2114648917,Cyb|PolInd,0.0323,1.574,0.1968,0,ruido_quimera,0,obra
W1517138715|W1566478880|W2037306909,Cyb|PolInd,0.0297,1.574,0.2961,1,ruido_quimera,0,obra
W1566478880|W2037306909|W2566856888,Cyb|PolInd,0.0297,1.574,0.3324,1,ruido_quimera,0,obra
W1566478880|W1968459280|W2566856888,Cyb|PolInd,0.0152,1.574,0.2757,0,ruido_quimera,0,obra
W1492856410|W2060827592|W2154683088,Cyb|PolInd,0.0115,1.574,0.3346,1,ruido_quimera,0,obra
W1492856410|W2120106358|W67809301,Cyb|PolInd|Reg,0.0349,1.554,0.2611,0,ruido_quimera,0,obra
W1566478880|W1973308529|W582908774,Cyb|PolInd,0.0633,1.548,0.3382,1,fechamento_trivial,0,obra
W1566478880|W2013386523|W582908774,Cyb|PolInd,0.0633,1.548,0.3132,1,fechamento_trivial,0,obra
W1566478880|W1601944394|W2140956556,Cyb|PolInd,0.0401,1.548,0.3167,1,fechamento_trivial,0,obra
W1566478880|W2086450534|W3022339544,Cyb|PolInd,0.0388,1.548,0.2613,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2070631858,Cyb|PolInd,0.0349,1.548,0.2304,0,ruido_quimera,0,obra
W1495961791|W1566478880|W2061977616,Cyb|PolInd,0.031,1.548,0.3086,1,ruido_quimera,0,obra
W2007180942|W2086450534|W2123755784,Cyb|PolInd,0.031,1.548,0.1955,0,ruido_quimera,0,obra
W2086450534|W2123755784|W3121147769,Cyb|PolInd,0.031,1.548,0.1034,0,ruido_quimera,0,obra
W148613442|W1554940969|W1566478880,Cyb|PolInd,0.0284,1.548,0.3071,1,ruido_quimera,0,obra
W1566478880|W1576605329|W2025177555,Cyb|PolInd,0.0115,1.548,0.3645,0,ruido_quimera,0,obra
W1495886451|W1601629960|W2126563689,PolInd|Reg,0.0879,1.547,0.2843,0,ruido_quimera,0,obra
W1521985566|W1601629960|W2126563689,PolInd|Reg,0.0879,1.547,0.2674,0,ruido_quimera,0,obra
W1601629960|W1895366050|W2126563689,PolInd|Reg,0.0879,1.547,0.2261,0,ruido_quimera,0,obra
W1601629960|W1999997471|W2020982650,PolInd|Reg,0.0465,1.547,0.3159,1,fechamento_trivial,0,obra
W1601629960|W2020982650|W2108795964,PolInd|Reg,0.0465,1.547,0.3125,1,fechamento_trivial,0,obra
W1601629960|W2020982650|W2140409505,PolInd|Reg,0.0439,1.547,0.3743,0,ruido_quimera,0,obra
W1601629960|W1980975001|W2140409505,PolInd|Reg,0.0362,1.547,0.3817,0,ruido_quimera,0,obra
W1601629960|W2082088739|W2140409505,PolInd|Reg,0.031,1.547,0.2823,0,ruido_quimera,0,obra
W2025177555|W2120106358|W3124879925,Cyb|PolInd,0.0594,1.529,0.2316,0,ruido_quimera,0,obra
W2070631858|W2123755784|W2154683088,Cyb|PolInd,0.1189,1.522,0.1836,0,ruido_quimera,0,obra
W1492856410|W1576605329|W2154683088,Cyb|PolInd,0.0904,1.522,0.3675,0,ruido_quimera,0,obra
W1540626093|W2007180942|W2123755784,Cyb|PolInd,0.0594,1.522,0.1872,0,ruido_quimera,0,obra
W1540626093|W2123755784|W3121147769,Cyb|PolInd,0.0594,1.522,0.1582,0,ruido_quimera,0,obra
W1492856410|W1999997471|W90769783,Cyb|PolInd,0.0543,1.522,0.3281,1,fechamento_trivial,0,obra
W1492856410|W2108795964|W90769783,Cyb|PolInd,0.053,1.522,0.343,1,fechamento_trivial,0,obra
W1517138715|W1566478880|W233775549,Cyb|PolInd,0.0517,1.522,0.2528,0,ruido_quimera,0,obra
W1566478880|W233775549|W2566856888,Cyb|PolInd,0.0517,1.522,0.3077,1,fechamento_trivial,0,obra
W1535129021|W1566478880|W233775549,Cyb|PolInd,0.0504,1.522,0.294,1,fechamento_trivial,0,obra
W1566478880|W3016265253|W90769783,Cyb|PolInd,0.0504,1.522,0.3809,0,ruido_quimera,0,obra
W1566478880|W1968459280|W3022339544,Cyb|PolInd,0.0452,1.522,0.3336,1,fechamento_trivial,0,obra
W1566478880|W1983425281|W2108795964,Cyb|PolInd,0.0388,1.522,0.3367,1,ruido_quimera,0,obra
W1566478880|W1983425281|W1999997471,Cyb|PolInd,0.0375,1.522,0.3334,1,ruido_quimera,0,obra
W1530425941|W1566478880|W1999997471,Cyb|PolInd,0.0362,1.522,0.3378,1,ruido_quimera,0,obra
W1566478880|W1576605329|W2101157755,Cyb|PolInd,0.0336,1.522,0.3559,1,ruido_quimera,0,obra
W1968459280|W2123755784|W3121147769,Cyb|PolInd,0.0297,1.522,0.2577,0,ruido_quimera,0,obra
W1530425941|W1566478880|W2108795964,Cyb|PolInd,0.0151,1.522,0.4089,0,ruido_quimera,0,obra
W2120106358|W2752617332|W3124879925,PolInd|Reg,0.0607,1.521,0.2279,0,ruido_quimera,0,obra
W1601629960|W2140409505|W595329111,PolInd|Reg,0.0543,1.519,0.2079,0,ruido_quimera,0,obra
W1566478880|W2131740028|W582908774,Cyb|PolInd,0.0633,1.497,0.2587,0,ruido_quimera,0,obra
W1566478880|W1990513740|W4244612406,Cyb|PolInd,0.0594,1.497,0.3089,1,fechamento_trivial,0,obra
W1566478880|W2059789395|W4244612406,Cyb|PolInd,0.0581,1.497,0.4242,0,ruido_quimera,0,obra
W1566478880|W1970428482|W2140956556,Cyb|PolInd,0.0465,1.497,0.2893,0,ruido_quimera,0,obra
W1566478880|W1970428482|W2060827592,Cyb|PolInd,0.0452,1.497,0.3013,1,fechamento_trivial,0,obra
W1566478880|W1970428482|W2070631858,Cyb|PolInd,0.0413,1.497,0.1989,0,ruido_quimera,0,obra
W1566478880|W1576605329|W1601944394,Cyb|PolInd,0.0349,1.497,0.3029,1,ruido_quimera,0,obra
W2108795964|W2123755784|W4244612406,Cyb|PolInd,0.0349,1.497,0.3653,0,ruido_quimera,0,obra
W2123755784|W2140409505|W4244612406,Cyb|PolInd,0.0349,1.497,0.2035,0,ruido_quimera,0,obra
W1566478880|W2072863585|W2140956556,Cyb|PolInd,0.0323,1.497,0.2788,0,ruido_quimera,0,obra
W1517138715|W1566478880|W1968044930,Cyb|PolInd,0.031,1.497,0.28,0,ruido_quimera,0,obra
W1527571715|W1566478880|W2566856888,Cyb|PolInd,0.031,1.497,0.3192,1,ruido_quimera,0,obra
W1566478880|W1968044930|W2566856888,Cyb|PolInd,0.031,1.497,0.3205,1,ruido_quimera,0,obra
W1566478880|W2060827592|W2072863585,Cyb|PolInd,0.031,1.497,0.3145,1,ruido_quimera,0,obra
W1535129021|W1566478880|W1968044930,Cyb|PolInd,0.0297,1.497,0.317,1,ruido_quimera,0,obra
W1601629960|W2037927976|W2108795964,PolInd|Reg,0.0362,1.491,0.2948,1,ruido_quimera,0,obra
W1601629960|W2037927976|W2140409505,PolInd|Reg,0.0336,1.491,0.339,1,ruido_quimera,0,obra
W1554940969|W1601629960|W2082088739,PolInd|Reg,0.031,1.491,0.2754,0,ruido_quimera,0,obra
W1492856410|W1999997471|W2026948646,Cyb|PolInd,0.0775,1.471,0.4688,0,ruido_quimera,0,obra
W1492856410|W2026948646|W2108795964,Cyb|PolInd,0.0762,1.471,0.4508,0,ruido_quimera,0,obra
W1492856410|W1554940969|W90769783,Cyb|PolInd,0.0543,1.471,0.2981,1,fechamento_trivial,0,obra
W1566478880|W2026948646|W3016265253,Cyb|PolInd,0.053,1.471,0.2655,0,ruido_quimera,0,obra
W1566478880|W1990513740|W90769783,Cyb|PolInd,0.0504,1.471,0.2833,0,ruido_quimera,0,obra
W2108795964|W2123755784|W90769783,Cyb|PolInd,0.0426,1.471,0.4094,0,ruido_quimera,0,obra
W2123755784|W2140409505|W90769783,Cyb|PolInd,0.0426,1.471,0.2543,0,ruido_quimera,0,obra
W1554940969|W1566478880|W1983425281,Cyb|PolInd,0.0401,1.471,0.3192,1,fechamento_trivial,0,obra
W1530425941|W1554940969|W1566478880,Cyb|PolInd,0.0388,1.471,0.3065,1,ruido_quimera,0,obra
W2123755784|W233775549|W3121147769,Cyb|PolInd,0.0336,1.471,0.2034,0,ruido_quimera,0,obra
W1500910854|W1566478880|W2061977616,Cyb|PolInd,0.0284,1.471,0.235,0,ruido_quimera,0,obra
W1520641906|W1601629960|W2131740028,PolInd|Reg,0.0866,1.463,0.2924,1,fechamento_trivial,0,obra
W1601629960|W1999997471|W2127617481,PolInd|Reg,0.0594,1.463,0.3322,1,fechamento_trivial,0,obra
W1601629960|W2108795964|W2127617481,PolInd|Reg,0.0594,1.463,0.291,0,ruido_quimera,0,obra
W1601629960|W2127617481|W2140409505,PolInd|Reg,0.0568,1.463,0.3464,1,fechamento_trivial,0,obra
W142073415|W1601629960|W2108795964,PolInd|Reg,0.0413,1.463,0.2971,1,fechamento_trivial,0,obra
W142073415|W1601629960|W2140409505,PolInd|Reg,0.0388,1.463,0.3408,1,ruido_quimera,0,obra
W1492856410|W1576605329|W67809301,Cyb|PolInd|Reg,0.0349,1.447,0.2446,0,ruido_quimera,0,obra
W1517138715|W1566478880|W582908774,Cyb|PolInd,0.0646,1.446,0.2875,0,ruido_quimera,0,obra
W1566478880|W2566856888|W582908774,Cyb|PolInd,0.0646,1.446,0.3509,1,fechamento_trivial,0,obra
W1495886451|W1566478880|W4244612406,Cyb|PolInd,0.0581,1.446,0.3592,1,fechamento_trivial,0,obra
W1566478880|W1895366050|W4244612406,Cyb|PolInd,0.0581,1.446,0.3541,1,fechamento_trivial,0,obra
W1566478880|W2086450534|W2140956556,Cyb|PolInd,0.0426,1.446,0.2547,0,ruido_quimera,0,obra
W1566478880|W1576605329|W1970428482,Cyb|PolInd,0.0413,1.446,0.3091,1,fechamento_trivial,0,obra
W1566478880|W2060827592|W2086450534,Cyb|PolInd,0.0413,1.446,0.2373,0,ruido_quimera,0,obra
W1566478880|W2070631858|W2086450534,Cyb|PolInd,0.0375,1.446,0.1287,0,ruido_quimera,0,obra
W1554940969|W2123755784|W4244612406,Cyb|PolInd,0.0362,1.446,0.285,0,ruido_quimera,0,obra
W148613442|W1566478880|W2061977616,Cyb|PolInd,0.0323,1.446,0.2954,1,ruido_quimera,0,obra
W1527571715|W1566478880|W3022339544,Cyb|PolInd,0.031,1.446,0.351,1,ruido_quimera,0,obra
W1566478880|W1968044930|W3022339544,Cyb|PolInd,0.031,1.446,0.3374,1,ruido_quimera,0,obra
W1566478880|W2988934653|W3022339544,Cyb|PolInd,0.022,1.446,0.3169,1,ruido_quimera,0,obra
W1492856410|W1990513740|W2123755784,Cyb|PolInd,0.0115,1.446,0.1723,0,ruido_quimera,0,obra
W1492856410|W2025177555|W2108795964,Cyb|PolInd,0.0114,1.446,0.3794,0,ruido_quimera,0,obra
W1601629960|W1999997471|W2134758682,PolInd|Reg,0.0543,1.434,0.27,0,ruido_quimera,0,obra
W1601629960|W2108795964|W2134758682,PolInd|Reg,0.0543,1.434,0.2619,0,ruido_quimera,0,obra
W1601629960|W2134758682|W2140409505,PolInd|Reg,0.0517,1.434,0.2895,0,ruido_quimera,0,obra
W2020982650|W2126563689|W3121147769,PolInd|Reg,0.0186,1.434,0.3665,0,ruido_quimera,0,obra
W1492856410|W1554940969|W2026948646,Cyb|PolInd,0.0775,1.42,0.4513,0,ruido_quimera,0,obra
W1540626093|W1566478880|W2070631858,Cyb|PolInd,0.0672,1.42,0.3037,1,fechamento_trivial,0,obra
W1566478880|W1990513740|W2026948646,Cyb|PolInd,0.053,1.42,0.2252,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2059789395,Cyb|PolInd,0.0517,1.42,0.3121,1,fechamento_trivial,0,obra
W1495886451|W1566478880|W90769783,Cyb|PolInd,0.0491,1.42,0.3612,1,fechamento_trivial,0,obra
W1566478880|W1895366050|W90769783,Cyb|PolInd,0.0491,1.42,0.3757,0,ruido_quimera,0,obra
W1566478880|W1968459280|W2140956556,Cyb|PolInd,0.0491,1.42,0.3022,1,fechamento_trivial,0,obra
W1554940969|W2123755784|W90769783,Cyb|PolInd,0.0439,1.42,0.2982,1,fechamento_trivial,0,obra
W1566478880|W1968459280|W2070631858,Cyb|PolInd,0.0439,1.42,0.1788,0,ruido_quimera,0,obra
W2026948646|W2108795964|W2123755784,Cyb|PolInd,0.0439,1.42,0.2315,0,ruido_quimera,0,obra
W2026948646|W2123755784|W2140409505,Cyb|PolInd,0.0439,1.42,0.1277,0,ruido_quimera,0,obra
W1566478880|W2101157755|W3016265253,Cyb|PolInd,0.0349,1.42,0.3788,0,ruido_quimera,0,obra
W1566478880|W2037306909|W2140956556,Cyb|PolInd,0.0336,1.42,0.3667,0,ruido_quimera,0,obra
W1566478880|W2058869237|W2101157755,Cyb|PolInd,0.0336,1.42,0.3477,1,ruido_quimera,0,obra
W1566478880|W2037306909|W2060827592,Cyb|PolInd,0.0323,1.42,0.3677,0,ruido_quimera,0,obra
W1566478880|W2061977616|W603352075,Cyb|PolInd,0.031,1.42,0.3839,0,ruido_quimera,0,obra
W1520641906|W1601629960|W2566856888,PolInd|Reg,0.084,1.406,0.3002,1,fechamento_trivial,0,obra
W1517138715|W1520641906|W1601629960,PolInd|Reg,0.0827,1.406,0.2806,0,ruido_quimera,0,obra
W1520641906|W1535129021|W1601629960,PolInd|Reg,0.0827,1.406,0.2508,0,ruido_quimera,0,obra
W1601629960|W2108795964|W2128634656,PolInd|Reg,0.0517,1.406,0.3709,0,ruido_quimera,0,obra
W1601629960|W2128634656|W2140409505,PolInd|Reg,0.0491,1.406,0.4055,0,ruido_quimera,0,obra
W1601629960|W2140409505|W221732451,PolInd|Reg,0.0297,1.406,0.3848,0,ruido_quimera,0,obra
W1492856410|W1495886451|W2123755784,Cyb|PolInd,0.084,1.394,0.2073,0,ruido_quimera,0,obra
W1492856410|W1895366050|W2123755784,Cyb|PolInd,0.084,1.394,0.1982,0,ruido_quimera,0,obra
W1566478880|W3022339544|W582908774,Cyb|PolInd,0.0646,1.394,0.3803,0,ruido_quimera,0,obra
W1566478880|W2122679534|W4244612406,Cyb|PolInd,0.0594,1.394,0.3665,0,ruido_quimera,0,obra
W1566478880|W2082503759|W4244612406,Cyb|PolInd,0.0581,1.394,0.3241,1,fechamento_trivial,0,obra
W1999997471|W2025177555|W2123755784,Cyb|PolInd,0.0556,1.394,0.2458,0,ruido_quimera,0,obra
W2025177555|W2123755784|W2140409505,Cyb|PolInd,0.0543,1.394,0.1739,0,ruido_quimera,0,obra
W1492856410|W1601944394|W1999997471,Cyb|PolInd,0.0491,1.394,0.4424,0,ruido_quimera,0,obra
W1492856410|W1601944394|W2108795964,Cyb|PolInd,0.0478,1.394,0.377,0,ruido_quimera,0,obra
W2007180942|W2123755784|W582908774,Cyb|PolInd,0.0388,1.394,0.2506,0,ruido_quimera,0,obra
W2123755784|W3121147769|W582908774,Cyb|PolInd,0.0388,1.394,0.237,0,ruido_quimera,0,obra
W1566478880|W1576605329|W2086450534,Cyb|PolInd,0.0375,1.394,0.2282,0,ruido_quimera,0,obra
W1566478880|W1601944394|W3016265253,Cyb|PolInd,0.0362,1.394,0.3604,1,ruido_quimera,0,obra
W2108795964|W2154683088|W90769783,Cyb|PolInd,0.031,1.394,0.4113,0,ruido_quimera,0,obra
W2140409505|W2154683088|W90769783,Cyb|PolInd,0.031,1.394,0.2831,0,ruido_quimera,0,obra
W1566478880|W1990513740|W2025177555,Cyb|PolInd,0.0153,1.394,0.3075,1,ruido_quimera,0,obra
W1566478880|W1731457293|W4244612406,Cyb|PolInd,0.0153,1.394,0.3787,0,ruido_quimera,0,obra
W2013386523|W2030753430|W3124879925,PolInd|Reg,0.031,1.39,0.3132,1,ruido_quimera,0,obra
W1601629960|W2039191423|W2126563689,PolInd|Reg,0.0904,1.378,0.3843,0,ruido_quimera,0,obra
W1500608409|W1601629960|W1999997471,PolInd|Reg,0.0413,1.378,0.2909,0,ruido_quimera,0,obra
W1500608409|W1601629960|W2108795964,PolInd|Reg,0.0413,1.378,0.2665,0,ruido_quimera,0,obra
W1500608409|W1601629960|W2140409505,PolInd|Reg,0.0388,1.378,0.2853,0,ruido_quimera,0,obra
W1601629960|W1973308529|W1980975001,PolInd|Reg,0.0388,1.378,0.2878,0,ruido_quimera,0,obra
W1601629960|W1973308529|W2082088739,PolInd|Reg,0.0336,1.378,0.2427,0,ruido_quimera,0,obra
W1601629960|W2108795964|W232611682,PolInd|Reg,0.031,1.378,0.2121,0,ruido_quimera,0,obra
W1540626093|W1566478880|W1576605329,Cyb|PolInd,0.0672,1.369,0.3248,1,fechamento_trivial,0,obra
W1492856410|W2013386523|W90769783,Cyb|PolInd,0.0543,1.369,0.2377,0,ruido_quimera,0,obra
W1492856410|W1973308529|W90769783,Cyb|PolInd,0.053,1.369,0.2009,0,ruido_quimera,0,obra
W1492856410|W2061977616|W90769783,Cyb|PolInd,0.053,1.369,0.2177,0,ruido_quimera,0,obra
W1495886451|W1566478880|W2026948646,Cyb|PolInd,0.0517,1.369,0.2353,0,ruido_quimera,0,obra
W1566478880|W1895366050|W2026948646,Cyb|PolInd,0.0517,1.369,0.2396,0,ruido_quimera,0,obra
W1566478880|W1731457293|W90769783,Cyb|PolInd,0.0504,1.369,0.3172,1,fechamento_trivial,0,obra
W1566478880|W2070631858|W233775549,Cyb|PolInd,0.0504,1.369,0.1962,0,ruido_quimera,0,obra
W1566478880|W2122679534|W90769783,Cyb|PolInd,0.0504,1.369,0.3464,1,fechamento_trivial,0,obra
W1554940969|W2026948646|W2123755784,Cyb|PolInd,0.0452,1.369,0.1657,0,ruido_quimera,0,obra
W1566478880|W1576605329|W1968459280,Cyb|PolInd,0.0439,1.369,0.2789,0,ruido_quimera,0,obra
W1566478880|W1973308529|W1983425281,Cyb|PolInd,0.0375,1.369,0.2984,1,ruido_quimera,0,obra
W1566478880|W1983425281|W2013386523,Cyb|PolInd,0.0375,1.369,0.2434,0,ruido_quimera,0,obra
W1530425941|W1566478880|W1973308529,Cyb|PolInd,0.0362,1.369,0.2532,0,ruido_quimera,0,obra
W1530425941|W1566478880|W2013386523,Cyb|PolInd,0.0362,1.369,0.2677,0,ruido_quimera,0,obra
W1566478880|W2059789395|W2101157755,Cyb|PolInd,0.0336,1.369,0.3367,1,ruido_quimera,0,obra
W1495419098|W1566478880|W2060827592,Cyb|PolInd,0.0284,1.369,0.4507,0,ruido_quimera,0,obra
W1506732837|W1566478880|W2140956556,Cyb|PolInd,0.0284,1.369,0.2837,0,ruido_quimera,0,obra
W1566478880|W1990513740|W2101157755,Cyb|PolInd,0.0224,1.369,0.2998,1,ruido_quimera,0,obra
W1530425941|W1566478880|W2061977616,Cyb|PolInd,0.0193,1.369,0.2987,1,ruido_quimera,0,obra
W1492856410|W1990513740|W2154683088,Cyb|PolInd,0.0115,1.369,0.2962,1,ruido_quimera,0,obra
W1520641906|W1601629960|W3022339544,PolInd|Reg,0.0827,1.35,0.2961,1,fechamento_trivial,0,obra
W1574300438|W1601629960|W1999997471,PolInd|Reg,0.0388,1.35,0.2683,0,ruido_quimera,0,obra
W1574300438|W1601629960|W2108795964,PolInd|Reg,0.0388,1.35,0.2485,0,ruido_quimera,0,obra
W1574300438|W1601629960|W2140409505,PolInd|Reg,0.0362,1.35,0.2921,1,ruido_quimera,0,obra
W142073415|W2126563689|W3121147769,PolInd|Reg,0.0184,1.35,0.3436,1,ruido_quimera,0,obra
W1492856410|W2082503759|W2123755784,Cyb|PolInd,0.084,1.343,0.2013,0,ruido_quimera,0,obra
W1566478880|W1895366050|W2025177555,Cyb|PolInd,0.0659,1.343,0.3731,0,ruido_quimera,0,obra
W1492856410|W1970428482|W1999997471,Cyb|PolInd,0.0594,1.343,0.4179,0,ruido_quimera,0,obra
W1492856410|W1970428482|W2108795964,Cyb|PolInd,0.0581,1.343,0.3754,0,ruido_quimera,0,obra
W2026948646|W2108795964|W2154683088,Cyb|PolInd,0.053,1.343,0.3422,1,fechamento_trivial,0,obra
W2026948646|W2140409505|W2154683088,Cyb|PolInd,0.053,1.343,0.2654,0,ruido_quimera,0,obra
W1492856410|W1554940969|W1601944394,Cyb|PolInd,0.0491,1.343,0.4194,0,ruido_quimera,0,obra
W1492856410|W1999997471|W2072863585,Cyb|PolInd,0.0426,1.343,0.3412,1,fechamento_trivial,0,obra
W1566478880|W1970428482|W3016265253,Cyb|PolInd,0.0426,1.343,0.2843,0,ruido_quimera,0,obra
W1492856410|W2072863585|W2108795964,Cyb|PolInd,0.0413,1.343,0.3356,1,fechamento_trivial,0,obra
W1566478880|W1601944394|W1990513740,Cyb|PolInd,0.0362,1.343,0.2692,0,ruido_quimera,0,obra
W1566478880|W1968044930|W2140956556,Cyb|PolInd,0.0349,1.343,0.3588,1,ruido_quimera,0,obra
W2013386523|W2123755784|W4244612406,Cyb|PolInd,0.0349,1.343,0.2748,0,ruido_quimera,0,obra
W1527571715|W1566478880|W2060827592,Cyb|PolInd,0.0336,1.343,0.3083,1,ruido_quimera,0,obra
W1601944394|W2108795964|W2123755784,Cyb|PolInd,0.0323,1.343,0.261,0,ruido_quimera,0,obra
W1601944394|W2123755784|W2140409505,Cyb|PolInd,0.0323,1.343,0.1714,0,ruido_quimera,0,obra
W1554940969|W2154683088|W90769783,Cyb|PolInd,0.031,1.343,0.3355,1,ruido_quimera,0,obra
W1527571715|W1566478880|W2070631858,Cyb|PolInd,0.0297,1.343,0.2374,0,ruido_quimera,0,obra
W1566478880|W1968044930|W2070631858,Cyb|PolInd,0.0297,1.343,0.2217,0,ruido_quimera,0,obra
W2061977616|W2123755784|W4244612406,Cyb|PolInd,0.0188,1.343,0.2883,0,ruido_quimera,0,obra
W1566478880|W2140956556|W2988934653,Cyb|PolInd,0.0185,1.343,0.3304,1,ruido_quimera,0,obra
W1566478880|W2060827592|W2988934653,Cyb|PolInd,0.0178,1.343,0.3528,1,ruido_quimera,0,obra
W1601629960|W2020982650|W2131740028,PolInd|Reg,0.0478,1.322,0.2934,1,fechamento_trivial,0,obra
W1601629960|W1980975001|W2131740028,PolInd|Reg,0.0401,1.322,0.309,1,fechamento_trivial,0,obra
W1601629960|W1973308529|W2037927976,PolInd|Reg,0.0362,1.322,0.275,0,ruido_quimera,0,obra
W1601629960|W2082088739|W2131740028,PolInd|Reg,0.0349,1.322,0.2817,0,ruido_quimera,0,obra
W1570538375|W1601629960|W2108795964,PolInd|Reg,0.0336,1.322,0.3906,0,ruido_quimera,0,obra
W1570538375|W1601629960|W2140409505,PolInd|Reg,0.031,1.322,0.4507,0,ruido_quimera,0,obra
W2126563689|W2134758682|W3121147769,PolInd|Reg,0.0185,1.322,0.3054,1,ruido_quimera,0,obra
W1492856410|W1495886451|W2154683088,Cyb|PolInd,0.0904,1.318,0.3038,1,fechamento_trivial,0,obra
W1492856410|W2013386523|W2026948646,Cyb|PolInd,0.0775,1.318,0.3607,1,fechamento_trivial,0,obra
W1492856410|W1973308529|W2026948646,Cyb|PolInd,0.0762,1.318,0.319,1,fechamento_trivial,0,obra
W1566478880|W1731457293|W2026948646,Cyb|PolInd,0.053,1.318,0.2873,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2122679534,Cyb|PolInd,0.053,1.318,0.2434,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2082503759,Cyb|PolInd,0.0517,1.318,0.237,0,ruido_quimera,0,obra
W1566478880|W1576605329|W233775549,Cyb|PolInd,0.0504,1.318,0.3103,1,fechamento_trivial,0,obra
W1999997471|W2025177555|W2154683088,Cyb|PolInd,0.0426,1.318,0.4388,0,ruido_quimera,0,obra
W2013386523|W2123755784|W90769783,Cyb|PolInd,0.0426,1.318,0.2989,1,fechamento_trivial,0,obra
W2025177555|W2140409505|W2154683088,Cyb|PolInd,0.0426,1.318,0.3529,1,fechamento_trivial,0,obra
W1495886451|W1566478880|W2101157755,Cyb|PolInd,0.0336,1.318,0.348,1,ruido_quimera,0,obra
W1566478880|W2114648917|W2140956556,Cyb|PolInd,0.031,1.318,0.2499,0,ruido_quimera,0,obra
W1566478880|W2061977616|W2489535817,Cyb|PolInd,0.0297,1.318,0.2859,0,ruido_quimera,0,obra
W1520641906|W1601629960|W2099330597,PolInd|Reg,0.0827,1.294,0.2579,0,ruido_quimera,0,obra
W1601629960|W1973308529|W2127617481,PolInd|Reg,0.0594,1.294,0.2736,0,ruido_quimera,0,obra
W1601629960|W2131740028|W595329111,PolInd|Reg,0.0581,1.294,0.1909,0,ruido_quimera,0,obra
W142073415|W1601629960|W1973308529,PolInd|Reg,0.0413,1.294,0.274,0,ruido_quimera,0,obra
W1601629960|W2080554996|W2108795964,PolInd|Reg,0.0413,1.294,0.3127,1,fechamento_trivial,0,obra
W1601629960|W2080554996|W2140409505,PolInd|Reg,0.0388,1.294,0.4111,0,ruido_quimera,0,obra
W1601629960|W1999997471|W2057748843,PolInd|Reg,0.0375,1.294,0.2913,0,ruido_quimera,0,obra
W1601629960|W2057748843|W2108795964,PolInd|Reg,0.0375,1.294,0.2751,0,ruido_quimera,0,obra
W1601629960|W2057748843|W2140409505,PolInd|Reg,0.0349,1.294,0.2863,0,ruido_quimera,0,obra
W2126563689|W2128634656|W3121147769,PolInd|Reg,0.0187,1.294,0.3971,0,ruido_quimera,0,obra
W1566478880|W1731457293|W2025177555,Cyb|PolInd,0.0672,1.292,0.3813,0,ruido_quimera,0,obra
W1566478880|W2025177555|W2122679534,Cyb|PolInd,0.0672,1.292,0.3808,0,ruido_quimera,0,obra
W1566478880|W2060827592|W582908774,Cyb|PolInd,0.0672,1.292,0.3912,0,ruido_quimera,0,obra
W1566478880|W2025177555|W2082503759,Cyb|PolInd,0.0659,1.292,0.3624,0,ruido_quimera,0,obra
W1566478880|W2070631858|W582908774,Cyb|PolInd,0.0633,1.292,0.2766,0,ruido_quimera,0,obra
W1566478880|W1978399955|W4244612406,Cyb|PolInd,0.0607,1.292,0.3966,0,ruido_quimera,0,obra
W1492856410|W1554940969|W1970428482,Cyb|PolInd,0.0594,1.292,0.3959,0,ruido_quimera,0,obra
