membros,x_latente,y_integracao_kf,semantico,na_faixa,quadrante
W1601629960|W3121147769|W4206762723,0.0505,0.0187,0.3139,1,fechamento_trivial
W2048086870|W2060827592|W2111030512,0.0153,0.0187,0.311,1,fechamento_trivial
W2111030512|W2123755784|W3023721815,0.0747,0.0187,0.1205,0,ruido_quimera
W2325487953|W3130930004|W4285719527,0.0494,0.0186,0.238,1,fechamento_trivial
W1492856410|W4205188686|W4301066124,0.0874,0.0186,0.3217,0,ruido_quimera
W1601629960|W2061977616|W4285719527,0.0747,0.0186,0.0195,0,ruido_quimera
W1566478880|W2111030512|W3023721815,0.1046,0.0185,0.1366,0,ruido_quimera
W1492856410|W1970428482|W2120106358,0.0517,0.0185,0.3484,0,ruido_quimera
W2025177555|W4301066124|W52678905,0.0483,0.0184,0.2762,1,fechamento_trivial
W2048086870|W2111030512|W3023721815,0.0563,0.0184,0.1428,0,ruido_quimera
W2091579301|W3124879925|W4285719527,0.0655,0.0183,0.0,0,ruido_quimera
W1566478880|W4244612406|W4301066124,0.0517,0.0183,0.3619,0,ruido_quimera
W1601629960|W2126563689|W4298413470,0.0377,0.0183,0.3897,0,ruido_quimera
W1566478880|W4205188686|W4301066124,0.0529,0.0181,0.257,1,fechamento_trivial
W2325487953|W3124879925|W4285719527,0.069,0.018,0.2062,0,ruido_quimera
W1492856410|W2026948646|W2120106358,0.0678,0.018,0.384,0,ruido_quimera
W1498488428|W4206762723|W4285719527,0.0575,0.018,0.0,0,ruido_quimera
W2111030512|W2325487953|W4298413470,0.0494,0.018,0.3487,0,ruido_quimera
W2111030512|W2123709218|W2325487953,0.0241,0.018,0.3334,0,ruido_quimera
W2025177555|W2111030512|W4301066124,0.0506,0.0179,0.2377,1,fechamento_trivial
W2015930340|W2111030512|W2325487953,0.0506,0.0179,0.3496,0,ruido_quimera
W2120106358|W4244612406|W52678905,0.0782,0.0178,0.4107,0,ruido_quimera
W2048894562|W2126563689|W4285719527,0.0759,0.0178,0.0555,0,ruido_quimera
W1553746973|W1601629960|W4206762723,0.069,0.0178,0.408,0,ruido_quimera
W2123755784|W4301066124|W52678905,0.0632,0.0178,0.2137,0,ruido_quimera
W1486212401|W2111030512|W4244612406,0.0598,0.0178,0.2072,0,ruido_quimera
W1999997471|W2154683088|W4285719527,0.0598,0.0178,0.3714,0,ruido_quimera
W1601629960|W3023721815|W4285719527,0.0736,0.0177,0.2398,1,agenda_pesquisa
W1492856410|W2120106358|W4205188686,0.0874,0.0177,0.3789,0,ruido_quimera
W2017802748|W2111030512|W4244612406,0.0598,0.0177,0.1769,0,ruido_quimera
W1601629960|W2164284962|W4285719527,0.017,0.0177,0.132,0,ruido_quimera
W1566478880|W4301066124|W52678905,0.1103,0.0176,0.289,1,agenda_pesquisa
W1492856410|W2111030512|W4301066124,0.0529,0.0176,0.2208,1,fechamento_trivial
W1601629960|W2120106358|W4285719527,0.077,0.0175,0.239,1,agenda_pesquisa
W2111030512|W2154683088|W4301066124,0.0517,0.0175,0.2323,1,fechamento_trivial
W1486212401|W2025177555|W2111030512,0.0483,0.0175,0.1912,0,ruido_quimera
W1553746973|W4206762723|W4285719527,0.0874,0.0174,0.0,0,ruido_quimera
W1601629960|W2012275303|W4285719527,0.0782,0.0174,0.3477,0,ruido_quimera
W2111030512|W2123755784|W4301066124,0.077,0.0174,0.2035,0,ruido_quimera
W1486212401|W1601629960|W4285719527,0.0713,0.0174,0.3847,0,ruido_quimera
W2493894436|W3124879925|W4285719527,0.0644,0.0174,0.0477,0,ruido_quimera
W1999997471|W2123755784|W4285719527,0.0632,0.0174,0.1891,0,ruido_quimera
W2111030512|W2120106358|W4244612406,0.0598,0.0173,0.2845,1,agenda_pesquisa
W1999997471|W2048086870|W4285719527,0.0174,0.0173,0.275,1,fechamento_trivial
W1492856410|W1566172004|W4285719527,0.0169,0.0173,0.2472,1,fechamento_trivial
W1601629960|W2123709218|W4285719527,0.0713,0.0173,0.1971,0,ruido_quimera
W2015930340|W2126563689|W4285719527,0.0609,0.0173,0.0716,0,ruido_quimera
W2017802748|W2025177555|W2111030512,0.0483,0.0173,0.1407,0,ruido_quimera
W1553746973|W2091579301|W4285719527,0.0334,0.0173,0.0,0,ruido_quimera
W1999997471|W2111030512|W4285719527,0.0632,0.0172,0.2517,1,agenda_pesquisa
W1486212401|W1492856410|W2111030512,0.0506,0.0172,0.1741,0,ruido_quimera
W2025177555|W2120106358|W2123755784,0.0483,0.0172,0.2125,0,ruido_quimera
W1566478880|W2111030512|W4301066124,0.1069,0.0171,0.2455,1,agenda_pesquisa
W1554940969|W1601629960|W4285719527,0.0793,0.0171,0.2258,1,agenda_pesquisa
W1486212401|W2111030512|W52678905,0.069,0.0171,0.1684,0,ruido_quimera
W1553746973|W2325487953|W4285719527,0.0563,0.0171,0.144,0,ruido_quimera
W1486212401|W2111030512|W2154683088,0.0494,0.0171,0.1627,0,ruido_quimera
W1498488428|W2126563689|W4285719527,0.0598,0.017,0.2694,1,agenda_pesquisa
W1492856410|W2120106358|W2154683088,0.0805,0.017,0.3325,0,ruido_quimera
W2017802748|W2111030512|W52678905,0.069,0.017,0.1441,0,ruido_quimera
W1566478880|W2025177555|W2120106358,0.0586,0.017,0.3592,0,ruido_quimera
W1492856410|W2017802748|W2111030512,0.0506,0.017,0.1496,0,ruido_quimera
W2025177555|W2111030512|W2120106358,0.0102,0.0169,0.2501,1,fechamento_trivial
W1486212401|W2111030512|W2123755784,0.0747,0.0169,0.1431,0,ruido_quimera
W1492856410|W2120106358|W2123755784,0.0747,0.0169,0.197,0,ruido_quimera
W1601629960|W2017802748|W4285719527,0.0736,0.0169,0.3306,0,ruido_quimera
W2017802748|W2111030512|W2154683088,0.0494,0.0169,0.1596,0,ruido_quimera
W2120106358|W2123755784|W52678905,0.0632,0.0168,0.2217,1,agenda_pesquisa
W2026948646|W2061977616|W2154683088,0.0506,0.0168,0.2168,1,fechamento_trivial
W1601629960|W2140409505|W4285719527,0.019,0.0168,0.273,1,fechamento_trivial
W2126563689|W3130930004|W4285719527,0.0828,0.0168,0.0495,0,ruido_quimera
W1492856410|W2111030512|W2120106358,0.0102,0.0167,0.2521,1,fechamento_trivial
W1486212401|W1566478880|W2111030512,0.1046,0.0167,0.1774,0,ruido_quimera
W2126563689|W3124879925|W4285719527,0.1023,0.0167,0.1555,0,ruido_quimera
W1492856410|W1566478880|W2120106358,0.0943,0.0167,0.3215,0,ruido_quimera
W2017802748|W2111030512|W2123755784,0.0747,0.0167,0.1113,0,ruido_quimera
W4206762723|W4285719527|W597091629,0.0517,0.0167,0.0,0,ruido_quimera
W2111030512|W2120106358|W52678905,0.0103,0.0166,0.2333,1,fechamento_trivial
W1566478880|W2120106358|W52678905,0.1103,0.0166,0.3245,0,ruido_quimera
W1916207017|W3124879925|W4285719527,0.0632,0.0166,0.0572,0,ruido_quimera
W1486212401|W2048086870|W2111030512,0.0563,0.0166,0.1745,0,ruido_quimera
W2061977616|W4244612406|W52678905,0.0153,0.0166,0.3653,0,ruido_quimera
W2111030512|W2120106358|W2154683088,0.0494,0.0165,0.2584,1,fechamento_trivial
W1566478880|W2017802748|W2111030512,0.1046,0.0165,0.166,0,ruido_quimera
W1601629960|W2013386523|W4285719527,0.077,0.0165,0.1598,0,ruido_quimera
W1541456364|W3124879925|W4285719527,0.0621,0.0165,0.0789,0,ruido_quimera
W1553746973|W2493894436|W4285719527,0.0517,0.0165,0.0327,0,ruido_quimera
W1566478880|W2026948646|W2061977616,0.0517,0.0164,0.2261,1,fechamento_trivial
W1492856410|W1554940969|W90769783,0.0483,0.0164,0.2981,1,fechamento_trivial
W2025177555|W2061977616|W52678905,0.0241,0.0164,0.2903,1,fechamento_trivial
W2111030512|W2120106358|W2123755784,0.0747,0.0164,0.202,0,ruido_quimera
W2017802748|W2048086870|W2111030512,0.0563,0.0164,0.1806,0,ruido_quimera
W1492856410|W2912536286|W4285719527,0.0552,0.0164,0.3504,0,ruido_quimera
W2061977616|W2111030512|W4244612406,0.0102,0.0164,0.1909,0,ruido_quimera
W2025177555|W2123755784|W2140409505,0.0483,0.0163,0.1739,0,ruido_quimera
W1566478880|W2111030512|W2120106358,0.1046,0.0162,0.2715,1,agenda_pesquisa
W2154683088|W2912536286|W4285719527,0.0575,0.0162,0.377,0,ruido_quimera
W1492856410|W1554940969|W1970428482,0.0529,0.0162,0.3959,0,ruido_quimera
W1492856410|W2140409505|W2154683088,0.0816,0.0161,0.3065,1,agenda_pesquisa
W1566478880|W2061977616|W4205188686,0.0586,0.0161,0.2499,1,fechamento_trivial
W2048086870|W2111030512|W2120106358,0.0102,0.0161,0.2627,1,fechamento_trivial
W1492856410|W2061977616|W2154683088,0.0851,0.016,0.2701,1,agenda_pesquisa
W1492856410|W2123755784|W2140409505,0.0747,0.016,0.1514,0,ruido_quimera
W2123755784|W2912536286|W4285719527,0.0609,0.0159,0.236,1,agenda_pesquisa
W1492856410|W2061977616|W2123755784,0.0793,0.0159,0.176,0,ruido_quimera
W2123755784|W2140409505|W52678905,0.0632,0.0159,0.1599,0,ruido_quimera
W1492856410|W2013386523|W90769783,0.0483,0.0158,0.2377,1,fechamento_trivial
W1492856410|W1554940969|W2026948646,0.069,0.0158,0.4513,0,ruido_quimera
W1492856410|W1999800658|W4285719527,0.0552,0.0158,0.2048,0,ruido_quimera
W1492856410|W2061977616|W2111030512,0.0506,0.0158,0.1369,0,ruido_quimera
W1492856410|W1566478880|W2061977616,0.1,0.0157,0.2844,1,agenda_pesquisa
W1492856410|W1970428482|W2013386523,0.0529,0.0157,0.2781,1,fechamento_trivial
W1554940969|W4244612406|W52678905,0.0793,0.0157,0.4468,0,ruido_quimera
W1999800658|W2154683088|W4285719527,0.0575,0.0157,0.148,0,ruido_quimera
W2048086870|W2912536286|W4285719527,0.0575,0.0157,0.321,0,ruido_quimera
W2126563689|W4285719527|W597091629,0.054,0.0157,0.2069,0,ruido_quimera
W1553746973|W1916207017|W4285719527,0.0182,0.0157,0.0438,0,ruido_quimera
W2061977616|W2111030512|W52678905,0.0153,0.0157,0.1253,0,ruido_quimera
W2111030512|W2140409505|W2154683088,0.0506,0.0156,0.2198,1,fechamento_trivial
W1566478880|W2140409505|W2154683088,0.0747,0.0156,0.4566,0,ruido_quimera
W2111030512|W2912536286|W4285719527,0.0609,0.0156,0.162,0,ruido_quimera
W1524464890|W4206762723|W4285719527,0.054,0.0156,0.0,0,ruido_quimera
W1566478880|W2123755784|W2140409505,0.1494,0.0155,0.294,1,agenda_pesquisa
W1601629960|W2048894562|W4285719527,0.0931,0.0155,0.1541,0,ruido_quimera
W1492856410|W1554940969|W4205188686,0.0885,0.0155,0.4393,0,ruido_quimera
W1566478880|W2912536286|W4285719527,0.0805,0.0155,0.4173,0,ruido_quimera
W2111030512|W2123755784|W2140409505,0.0747,0.0155,0.1439,0,ruido_quimera
W2099069868|W4206762723|W4285719527,0.0621,0.0155,0.0,0,ruido_quimera
W1541456364|W1553746973|W4285719527,0.0494,0.0155,0.0709,0,ruido_quimera
W2048086870|W2061977616|W2111030512,0.0136,0.0155,0.1863,0,ruido_quimera
W1554940969|W1566478880|W2026948646,0.0483,0.0154,0.2772,1,fechamento_trivial
W1999800658|W2123755784|W4285719527,0.0609,0.0154,0.1258,0,ruido_quimera
W1500910854|W4206762723|W4285719527,0.0598,0.0154,0.0,0,ruido_quimera
W1554940969|W2111030512|W4244612406,0.0609,0.0153,0.2974,1,agenda_pesquisa
W2048086870|W2111030512|W2140409505,0.0563,0.0153,0.2368,1,fechamento_trivial
W1492856410|W2013386523|W2026948646,0.069,0.0153,0.3607,0,ruido_quimera
W1995875735|W2154683088|W4285719527,0.0586,0.0153,0.0102,0,ruido_quimera
W1492856410|W2131740028|W4285719527,0.054,0.0153,0.0741,0,ruido_quimera
W1554940969|W1566478880|W4244612406,0.054,0.0153,0.3769,0,ruido_quimera
W1492856410|W2140956556|W4285719527,0.0575,0.0152,0.213,0,ruido_quimera
W1999800658|W2048086870|W4285719527,0.0575,0.0152,0.1965,0,ruido_quimera
W1495419098|W4206762723|W4285719527,0.0529,0.0152,0.0,0,ruido_quimera
W2025177555|W2120106358|W3124879925,0.0529,0.0151,0.2316,1,fechamento_trivial
W1553746973|W2126563689|W4285719527,0.0197,0.0151,0.3035,1,fechamento_trivial
W2013386523|W4244612406|W52678905,0.0782,0.0151,0.4056,0,ruido_quimera
W1554940969|W1566478880|W4205188686,0.0552,0.0151,0.3172,0,ruido_quimera
W1995875735|W2123755784|W4285719527,0.0287,0.0151,0.0427,0,ruido_quimera
W1601629960|W2015930340|W4285719527,0.0185,0.0151,0.1442,0,ruido_quimera
W2131740028|W2154683088|W4285719527,0.0153,0.0151,0.1755,0,ruido_quimera
W1566478880|W1999800658|W4285719527,0.0805,0.015,0.2005,0,ruido_quimera
W1566478880|W1995875735|W4285719527,0.0578,0.015,0.0499,0,ruido_quimera
W1999800658|W2111030512|W4285719527,0.0163,0.015,0.059,0,ruido_quimera
W1492856410|W2013386523|W4205188686,0.0885,0.0149,0.3198,0,ruido_quimera
W1492856410|W2105717288|W4285719527,0.0586,0.0149,0.1865,0,ruido_quimera
W1492856410|W1554940969|W2154683088,0.0204,0.0149,0.3723,0,ruido_quimera
W1495961791|W3124879925|W4285719527,0.0632,0.0148,0.2164,1,agenda_pesquisa
W1517138715|W2154683088|W4285719527,0.0621,0.0148,0.1674,0,ruido_quimera
W2123755784|W2131740028|W4285719527,0.0598,0.0148,0.157,0,ruido_quimera
W1492856410|W1554940969|W2123755784,0.0204,0.0148,0.2088,0,ruido_quimera
W1554940969|W2123755784|W52678905,0.0203,0.0148,0.2108,0,ruido_quimera
W2105717288|W2154683088|W4285719527,0.0609,0.0147,0.2353,1,agenda_pesquisa
W1576605329|W2154683088|W4285719527,0.0598,0.0147,0.3092,1,agenda_pesquisa
W2048086870|W2131740028|W4285719527,0.0563,0.0147,0.2172,1,fechamento_trivial
W1524464890|W2126563689|W4285719527,0.0563,0.0146,0.236,1,fechamento_trivial
W1492856410|W1554940969|W2111030512,0.0202,0.0146,0.2794,1,fechamento_trivial
W1601629960|W4285719527|W597091629,0.0713,0.0146,0.1579,0,ruido_quimera
W1566478880|W2013386523|W4244612406,0.0517,0.0146,0.3525,0,ruido_quimera
W1492856410|W1554940969|W1566478880,0.0245,0.0146,0.3428,0,ruido_quimera
W1492856410|W2120106358|W3124879925,0.0529,0.0145,0.2413,1,fechamento_trivial
W1566478880|W2013386523|W4205188686,0.0529,0.0145,0.2446,1,fechamento_trivial
W1601629960|W3130930004|W4285719527,0.1,0.0145,0.159,0,ruido_quimera
W1517138715|W2123755784|W4285719527,0.0655,0.0145,0.1788,0,ruido_quimera
W2083449279|W3124879925|W4285719527,0.0632,0.0145,0.1377,0,ruido_quimera
W2013386523|W2025177555|W2123755784,0.0102,0.0145,0.1747,0,ruido_quimera
W1601629960|W3124879925|W4285719527,0.1195,0.0144,0.2446,1,agenda_pesquisa
W1566478880|W2131740028|W4285719527,0.0793,0.0144,0.2197,1,agenda_pesquisa
W2120106358|W3124879925|W52678905,0.0529,0.0144,0.216,1,fechamento_trivial
W1492856410|W1970428482|W2015930340,0.0517,0.0144,0.274,1,fechamento_trivial
W2099069868|W2126563689|W4285719527,0.0644,0.0144,0.1924,0,ruido_quimera
W2105717288|W2123755784|W4285719527,0.0644,0.0144,0.2063,0,ruido_quimera
W1576605329|W2123755784|W4285719527,0.0632,0.0144,0.1671,0,ruido_quimera
W1500910854|W2126563689|W4285719527,0.0621,0.0144,0.1683,0,ruido_quimera
W2111030512|W2131740028|W4285719527,0.0153,0.0144,0.0971,0,ruido_quimera
W1492856410|W2013386523|W2154683088,0.0816,0.0143,0.2902,1,agenda_pesquisa
W1566478880|W2013386523|W2025177555,0.0102,0.0143,0.3167,1,fechamento_trivial
W1492856410|W2524218442|W4285719527,0.0552,0.0143,0.3849,0,ruido_quimera
W1490995146|W1492856410|W4285719527,0.054,0.0143,0.104,0,ruido_quimera
W2013386523|W2025177555|W2111030512,0.0483,0.0143,0.185,0,ruido_quimera
W1492856410|W2566856888|W4285719527,0.018,0.0143,0.1325,0,ruido_quimera
W2048086870|W2105717288|W4285719527,0.0609,0.0142,0.2248,1,agenda_pesquisa
W1492856410|W1535129021|W4285719527,0.0552,0.0142,0.2903,1,fechamento_trivial
W1495419098|W2126563689|W4285719527,0.0552,0.0142,0.2315,1,fechamento_trivial
W2325487953|W4206762723|W4285719527,0.0632,0.0142,0.0,0,ruido_quimera
W1490995146|W2154683088|W4285719527,0.0563,0.0142,0.1507,0,ruido_quimera
W2154683088|W2524218442|W4285719527,0.0268,0.0142,0.3316,0,ruido_quimera
W1492856410|W2013386523|W2123755784,0.0137,0.0142,0.1645,0,ruido_quimera
W2013386523|W2123755784|W2154683088,0.1057,0.0141,0.2371,1,agenda_pesquisa
W1227306373|W3124879925|W4285719527,0.0598,0.0141,0.2276,1,agenda_pesquisa
W1506732837|W3124879925|W4285719527,0.0598,0.0141,0.2606,1,agenda_pesquisa
W1535129021|W2154683088|W4285719527,0.0163,0.0141,0.2675,1,fechamento_trivial
W1517138715|W2111030512|W4285719527,0.0432,0.0141,0.1562,0,ruido_quimera
W1517138715|W1566478880|W4285719527,0.0323,0.0141,0.201,0,ruido_quimera
W1492856410|W2164284962|W4285719527,0.0169,0.0141,0.3196,0,ruido_quimera
W2013386523|W2123755784|W52678905,0.0102,0.0141,0.1967,0,ruido_quimera
W1566478880|W2105717288|W4285719527,0.0839,0.014,0.2937,1,agenda_pesquisa
W3124879925|W4285719527|W67809301,0.0598,0.014,0.2641,1,agenda_pesquisa
W1566478880|W1576605329|W4285719527,0.0175,0.014,0.3094,1,fechamento_trivial
W1492856410|W1566478880|W2013386523,0.0137,0.014,0.2843,1,fechamento_trivial
W2013386523|W2111030512|W52678905,0.069,0.014,0.1809,0,ruido_quimera
W2105717288|W2111030512|W4285719527,0.0644,0.014,0.1369,0,ruido_quimera
W1492856410|W2013386523|W2111030512,0.0517,0.014,0.1923,0,ruido_quimera
W1566478880|W2123709218|W90769783,0.0494,0.014,0.4276,0,ruido_quimera
W1576605329|W2111030512|W4285719527,0.0174,0.014,0.1916,0,ruido_quimera
W2048086870|W2566856888|W4285719527,0.0621,0.0139,0.2866,1,agenda_pesquisa
W2026948646|W2123709218|W2154683088,0.0483,0.0139,0.2944,1,fechamento_trivial
W1566478880|W2013386523|W52678905,0.0103,0.0139,0.2947,1,fechamento_trivial
W1566478880|W2013386523|W2154683088,0.0736,0.0139,0.439,0,ruido_quimera
W1492856410|W2015930340|W2026948646,0.0678,0.0139,0.3755,0,ruido_quimera
W2123755784|W2566856888|W4285719527,0.0655,0.0139,0.153,0,ruido_quimera
W1492856410|W1684540946|W4285719527,0.0586,0.0139,0.2114,0,ruido_quimera
W2123755784|W2524218442|W4285719527,0.0163,0.0139,0.2117,0,ruido_quimera
W1535129021|W2123755784|W4285719527,0.0609,0.0138,0.1148,0,ruido_quimera
W1490995146|W2123755784|W4285719527,0.0598,0.0138,0.127,0,ruido_quimera
W2493894436|W4206762723|W4285719527,0.0586,0.0138,0.0,0,ruido_quimera
W2048086870|W2524218442|W4285719527,0.0575,0.0138,0.3248,0,ruido_quimera
W1495961791|W1553746973|W4285719527,0.0506,0.0138,0.1917,0,ruido_quimera
W2025177555|W4298413470|W52678905,0.0483,0.0138,0.3486,0,ruido_quimera
W1566478880|W2164284962|W4285719527,0.0377,0.0138,0.393,0,ruido_quimera
W1684540946|W2154683088|W4285719527,0.0178,0.0137,0.2421,1,fechamento_trivial
W2013386523|W2111030512|W2123755784,0.0747,0.0137,0.1418,0,ruido_quimera
W1535129021|W2048086870|W4285719527,0.0575,0.0137,0.1855,0,ruido_quimera
W2111030512|W4244612406|W4298413470,0.0598,0.0136,0.3022,1,agenda_pesquisa
W1492856410|W2123709218|W4205188686,0.0885,0.0136,0.3266,0,ruido_quimera
W1492856410|W2015930340|W4205188686,0.0874,0.0136,0.339,0,ruido_quimera
W1490995146|W2048086870|W4285719527,0.0563,0.0136,0.1385,0,ruido_quimera
W1566478880|W4244612406|W4298413470,0.0517,0.0136,0.4311,0,ruido_quimera
W1553746973|W2083449279|W4285719527,0.0506,0.0136,0.2001,0,ruido_quimera
W2111030512|W2566856888|W4285719527,0.0181,0.0136,0.1855,0,ruido_quimera
W1566478880|W2026948646|W2123709218,0.0517,0.0135,0.2945,1,fechamento_trivial
W1566478880|W2015930340|W2026948646,0.0483,0.0135,0.2929,1,fechamento_trivial
W1566478880|W2013386523|W2111030512,0.1046,0.0135,0.2065,0,ruido_quimera
W1490995146|W1566478880|W4285719527,0.0793,0.0135,0.1574,0,ruido_quimera
W1524464890|W1601629960|W4285719527,0.0736,0.0135,0.1831,0,ruido_quimera
W2013386523|W2048086870|W2111030512,0.0586,0.0135,0.2065,0,ruido_quimera
W2111030512|W2524218442|W4285719527,0.0343,0.0135,0.2023,0,ruido_quimera
W1566478880|W2566856888|W4285719527,0.0323,0.0135,0.3692,0,ruido_quimera
W1566478880|W2524218442|W4285719527,0.0164,0.0135,0.3522,0,ruido_quimera
W1535129021|W2111030512|W4285719527,0.0163,0.0135,0.4106,0,ruido_quimera
W1490995146|W2111030512|W4285719527,0.0153,0.0135,0.0833,0,ruido_quimera
W1535129021|W1566478880|W4285719527,0.0805,0.0134,0.247,1,agenda_pesquisa
W1684540946|W2048086870|W4285719527,0.0609,0.0134,0.2162,1,agenda_pesquisa
W2048086870|W2120106358|W3124879925,0.0529,0.0134,0.2621,1,fechamento_trivial
W1601629960|W2099069868|W4285719527,0.0816,0.0134,0.1914,0,ruido_quimera
W1684540946|W2123755784|W4285719527,0.0644,0.0134,0.1232,0,ruido_quimera
W2025177555|W2123709218|W52678905,0.0241,0.0134,0.3322,0,ruido_quimera
W2015930340|W2111030512|W4244612406,0.0621,0.0133,0.26,1,agenda_pesquisa
W1492359653|W1492856410|W4285719527,0.0575,0.0133,0.2886,1,fechamento_trivial
W1500910854|W1601629960|W4285719527,0.0793,0.0133,0.0445,0,ruido_quimera
W1916207017|W4206762723|W4285719527,0.0575,0.0133,0.0,0,ruido_quimera
W1566478880|W2015930340|W4244612406,0.054,0.0133,0.3996,0,ruido_quimera
W1566478880|W3121147769|W4244612406,0.0517,0.0133,0.4176,0,ruido_quimera
W2123755784|W4298413470|W52678905,0.0632,0.0132,0.2423,1,agenda_pesquisa
W1492359653|W2154683088|W4285719527,0.0598,0.0132,0.2854,1,agenda_pesquisa
W2015930340|W2025177555|W2123755784,0.0494,0.0132,0.3057,1,fechamento_trivial
W2025177555|W2123755784|W3121147769,0.0483,0.0132,0.2275,1,fechamento_trivial
W1541456364|W4206762723|W4285719527,0.018,0.0132,0.0,0,ruido_quimera
W2126563689|W2325487953|W4285719527,0.0655,0.0131,0.2431,1,agenda_pesquisa
W1566478880|W2015930340|W4205188686,0.0552,0.0131,0.3085,1,fechamento_trivial
W1566478880|W3121147769|W4205188686,0.0529,0.0131,0.2973,1,fechamento_trivial
W1566478880|W2123709218|W4205188686,0.03,0.0131,0.2899,1,fechamento_trivial
W1566478880|W1684540946|W4285719527,0.0179,0.0131,0.2672,1,fechamento_trivial
W1492856410|W2123709218|W2154683088,0.0828,0.0131,0.3566,0,ruido_quimera
W1495419098|W1601629960|W4285719527,0.0724,0.0131,0.1483,0,ruido_quimera
W1492856410|W2070631858|W4285719527,0.0575,0.0131,0.0236,0,ruido_quimera
W1684540946|W2111030512|W4285719527,0.0178,0.0131,0.1345,0,ruido_quimera
W1492856410|W2123709218|W2123755784,0.0782,0.013,0.2352,1,agenda_pesquisa
W2015930340|W2025177555|W2111030512,0.0506,0.013,0.2556,1,fechamento_trivial
W1566478880|W2015930340|W2025177555,0.0609,0.013,0.4188,0,ruido_quimera
W2070631858|W2154683088|W4285719527,0.0598,0.013,0.1099,0,ruido_quimera
W1566478880|W2025177555|W3121147769,0.0586,0.013,0.3957,0,ruido_quimera
W1492856410|W2015930340|W2154683088,0.0103,0.013,0.3618,0,ruido_quimera
W2111030512|W4298413470|W52678905,0.069,0.0129,0.2474,1,agenda_pesquisa
W2015930340|W2123755784|W52678905,0.0644,0.0129,0.2846,1,agenda_pesquisa
W1492856410|W2111030512|W2123709218,0.0529,0.0129,0.2253,1,fechamento_trivial
W1492856410|W2015930340|W2123755784,0.0137,0.0129,0.2654,1,fechamento_trivial
W1566478880|W4298413470|W52678905,0.1103,0.0129,0.3819,0,ruido_quimera
W1492856410|W2123755784|W3121147769,0.0747,0.0129,0.1928,0,ruido_quimera
W1492359653|W2123755784|W4285719527,0.0632,0.0129,0.1843,0,ruido_quimera
W1527571715|W3130930004|W4285719527,0.054,0.0129,0.3896,0,ruido_quimera
W2123755784|W3121147769|W52678905,0.0632,0.0128,0.2363,1,agenda_pesquisa
W2010793828|W3124879925|W4285719527,0.0342,0.0128,0.216,1,fechamento_trivial
W1492856410|W1566478880|W2123709218,0.1,0.0128,0.3616,0,ruido_quimera
W1553746973|W1601629960|W4285719527,0.0379,0.0128,0.408,0,ruido_quimera
W2015930340|W2123755784|W2154683088,0.0137,0.0128,0.3821,0,ruido_quimera
W2123755784|W2154683088|W3121147769,0.1057,0.0127,0.2943,1,agenda_pesquisa
W1492856410|W2015930340|W2111030512,0.0153,0.0127,0.2329,1,fechamento_trivial
W2015930340|W2111030512|W52678905,0.0713,0.0127,0.2086,0,ruido_quimera
W2126563689|W2493894436|W4285719527,0.0609,0.0127,0.0099,0,ruido_quimera
W1492359653|W2048086870|W4285719527,0.0598,0.0127,0.1968,0,ruido_quimera
W2070631858|W2123755784|W4285719527,0.0174,0.0127,0.0918,0,ruido_quimera
W1566478880|W2015930340|W52678905,0.1126,0.0126,0.3538,0,ruido_quimera
W1566478880|W3121147769|W52678905,0.1103,0.0126,0.3606,0,ruido_quimera
W1492856410|W1566478880|W3121147769,0.0943,0.0126,0.3388,0,ruido_quimera
W2753533763|W3124879925|W4285719527,0.0644,0.0126,0.1375,0,ruido_quimera
W1566478880|W2015930340|W2154683088,0.0153,0.0126,0.5551,0,ruido_quimera
W1492359653|W1566478880|W4285719527,0.0828,0.0125,0.2629,1,agenda_pesquisa
W2048086870|W2111030512|W4298413470,0.0575,0.0125,0.2738,1,fechamento_trivial
W2048086870|W2111030512|W2123709218,0.0301,0.0125,0.2675,1,fechamento_trivial
W1566478880|W2154683088|W3121147769,0.0736,0.0125,0.5223,0,ruido_quimera
W1492359653|W2111030512|W4285719527,0.0632,0.0125,0.0716,0,ruido_quimera
W2048086870|W2070631858|W4285719527,0.0598,0.0125,0.1879,0,ruido_quimera
W1492856410|W1979968159|W4285719527,0.0552,0.0124,0.2322,1,fechamento_trivial
W2015930340|W2111030512|W2123755784,0.0244,0.0124,0.2558,1,fechamento_trivial
W2111030512|W2123755784|W3121147769,0.0747,0.0124,0.1814,0,ruido_quimera
W2070631858|W2111030512|W4285719527,0.0632,0.0124,0.1115,0,ruido_quimera
W1979968159|W2154683088|W4285719527,0.0575,0.0123,0.2676,1,fechamento_trivial
W1527571715|W3124879925|W4285719527,0.0736,0.0123,0.1736,0,ruido_quimera
W1916207017|W2126563689|W4285719527,0.0598,0.0123,0.0945,0,ruido_quimera
W1495961791|W4206762723|W4285719527,0.0575,0.0123,0.0,0,ruido_quimera
W2083449279|W4206762723|W4285719527,0.0326,0.0123,0.0,0,ruido_quimera
W1566478880|W2070631858|W4285719527,0.0175,0.0123,0.214,0,ruido_quimera
W1566478880|W2111030512|W3121147769,0.1046,0.0122,0.2724,1,agenda_pesquisa
W2048086870|W2111030512|W3121147769,0.0563,0.0122,0.2699,1,fechamento_trivial
W1566478880|W2015930340|W2111030512,0.0305,0.0122,0.2917,1,fechamento_trivial
